urlOrigem,httpStatusCode,urlRedirect,titlePage,destinationUrlStatus
https://www.netcoffee.com.br/cafes/bit-coffee-grao-de-cafe-com-chocolate,200,https://www.netcoffee.com.br/cafe-em-grao-classico-1kg,"Café em Grão Clássico 1kg | NetCoffee",200
https://www.netcoffee.com.br/vemat,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafes/cafe-gourmet-santa-monica-em-graos-pacote-250g,200,https://www.netcoffee.com.br/cafe-em-grao-classico-1kg,"Café em Grão Clássico 1kg | NetCoffee",200
https://www.netcoffee.com.br/netcoffee,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/entrega,200,https://www.netcoffee.com.br/pagina/politica-de-entrega,Politica de Entrega,200
https://www.netcoffee.com.br/taca-milk-shake-360-ml-clube-nadir-kit-com-6,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/kit-com-2-copos-de-cafe-em-ceramica-pintados-a-mao-80-ml,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafes/coffee-cafe-em-grao-chapada-de-minas-pacote-250g,200,https://www.netcoffee.com.br/cafe-em-grao-classico-1kg,"Café em Grão Clássico 1kg | NetCoffee",200
https://www.netcoffee.com.br/cafe/po,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/combos-netcoffee/combo-01-netcoffee,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafe-em-po-constantino-250g,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/copos-e-mexedores/tacas,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafes/coffee-cafe-em-grao-mantiqueira-de-minas-pacote-250g,200,https://www.netcoffee.com.br/cafe-em-grao-classico-1kg,"Café em Grão Clássico 1kg | NetCoffee",200
https://www.netcoffee.com.br/combos-netcoffee/pote-refil-para-armazenagem-capacidade-ate-1kg,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/coffee,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/todos-os-produtos,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/xarope-routin-1883-tangerina-1l,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/acucar-especial-em-saches-caixa-com-400-saches-de-5g,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/mexedores-de-madeira-embalagem-com-500,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/capuccinos/capuccino-qualimax-canela,200,https://www.netcoffee.com.br/capuccinos/,"Capuccinos | NetCoffee",200
https://www.netcoffee.com.br/copos-e-mexedores/xicaras,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafe-em-grao-constantino-1kg,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/copos-e-mexedores/mexedores,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafe-em-grao-gourmet-bongusto-1kg,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/cadastro,200,https://www.netcoffee.com.br/checkout/acesso/,NetCoffee,200
https://www.netcoffee.com.br/chocolate-com-leite-barisly-1-kg,200,https://www.netcoffee.com.br/chocolate-tradicional-1kg,"Chocolate Tradicional 1kg | NetCoffee",200
https://www.netcoffee.com.br/quem-somos,200,https://www.netcoffee.com.br/pagina/quem-somos,Quem somos,200
https://www.netcoffee.com.br/politica-pagamento,200,https://www.netcoffee.com.br/pagina/politica-de-pagamento,Politica de Pagamento,200
https://www.netcoffee.com.br/trocas-devolucoes,200,https://www.netcoffee.com.br/pagina/politica-de-trocas-e-devolucoes,Politica de Trocas e devolucoes,200
https://www.netcoffee.com.br/cha-matcha-cx-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/xarope-routin-1883-macadamia-1l,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/copos-e-mexedores/copos,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cha-mate-com-limao-cx-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/lancamentos,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/chas/saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/adocante-linea-caixa-com-500-saches-de-600-mg-cada,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafe-em-grao-constantino-500g,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/routin-1883,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/fmb,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/frapes-e-ices/unidos-do-frape-kit-misto-com-5-unidades-de-1-kg-cada,200,https://www.netcoffee.com.br/frapes-e-ices/,"Frapês e ices | NetCoffee",200
https://www.netcoffee.com.br/links5,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/produto-cha-mate-limao-1-kg-200,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/envio,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/como-comprar,200,https://www.netcoffee.com.br/pagina/como-comprar,Como comprar,200
https://www.netcoffee.com.br/seguranca,200,https://www.netcoffee.com.br/pagina/seguranca,Seguranca,200
https://www.netcoffee.com.br/privacidade,200,https://www.netcoffee.com.br/pagina/politica-de-privacidade,Politica de Privacidade,200
https://www.netcoffee.com.br/xarope-routin-1883-amora-1l,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/sem-acucar/soluvel,200,https://www.netcoffee.com.br/sem-acucar/,"Sem açúcar | NetCoffee",200
https://www.netcoffee.com.br/copos-e-mexedores/bomba,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/chas/bloquinho-do-cha-kit-com-3-pacotes-de-1-kg,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/xarope-routin-1883-limao-siciliano-1l,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/cha-cidreira-organico-cx-com-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/sitio-sao-paulo,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/mapa-do-site,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/chocon-up,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/chocolates/bebida-chocolate-express-qualimax-443,200,https://www.netcoffee.com.br/chocolates/,"Chocolates | NetCoffee",200
https://www.netcoffee.com.br/cha-hibisco-cx-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/classic,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cha-verde-cx-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/links-rapidos,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/soluvel,200,https://www.netcoffee.com.br/cafes/soluvel/,"Solúvel | NetCoffee",200
https://www.netcoffee.com.br/qualimax,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cafes/cafe-coffee-arara-em-grao-pacote-250g,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/coffee-,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/cha-hortela-organico-cx-com-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/calda-de-caramelo-1883-500ml,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/loja/,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/calda-de-chocolate-1883-500ml,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cha-camomila-organico-cx-com-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/produto/cha-mate-limao-1-kg/200,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/cha-verde-organico-cx-com-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/misto,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/santa-monica,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/cha-hibisco-organico-cx-com-10-saches,200,https://www.netcoffee.com.br/chas/,"Chás | NetCoffee",200
https://www.netcoffee.com.br/my-account/login,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/pagamento,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/xarope,200,N/A,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/cafe/capsulas,200,https://www.netcoffee.com.br/cafes/,"Cafés | NetCoffee",200
https://www.netcoffee.com.br/gaboardi,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/xarope-routin-1883-morango-1l,200,https://www.netcoffee.com.br/xaropes/,"Xaropes | NetCoffee",200
https://www.netcoffee.com.br/my-account/profile,200,https://www.netcoffee.com.br/,NetCoffee,200
https://www.netcoffee.com.br/conteudo-sobre-1,200,https://www.netcoffee.com.br/,NetCoffee,200
